Date,Store,Avg_Weekly_Sales,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Type,Size,DateIndex
2010-02-05,40,14520.924637681162,14.48,2.788,,,,,,131.5279032,5.892,False,A,155083,2010-02-05
2010-02-05,41,15303.284225352112,30.27,2.58,,,,,,189.3816974,7.541,False,A,196321,2010-02-05
2010-02-05,42,11812.695869565217,54.34,2.962,,,,,,126.4420645,9.765,False,C,39690,2010-02-05
2010-02-05,43,13479.776666666665,47.31,2.572,,,,,,203.0642742,9.521,False,C,41062,2010-02-05
2010-02-05,44,5856.061458333334,31.53,2.666,,,,,,126.4420645,8.119,False,C,39910,2010-02-05
2010-02-05,45,13293.87328358209,27.31,2.784,,,,,,181.8711898,8.992,False,B,118221,2010-02-05
2010-02-12,1,22804.964444444442,38.51,2.548,,,,,,211.2421698,8.106,True,A,151315,2010-02-12
2010-02-12,2,29691.7986111111,38.49,2.548,,,,,,210.8979935,8.324,True,A,202307,2010-02-12
2010-02-12,3,6573.89,47.93,2.548,,,,,,214.5747916,7.368,True,B,37392,2010-02-12
2010-02-12,4,29177.43186666667,28.84,2.573,,,,,,126.4962581,8.623,True,A,205863,2010-02-12
2010-02-12,5,4797.31846153846,39.81,2.548,,,,,,211.8004698,6.566,True,B,34875,2010-02-12
2010-02-12,6,22003.88849315068,40.57,2.548,,,,,,212.7700425,7.259,True,A,202505,2010-02-12
2010-02-12,7,7487.213142857145,25.9,2.572,,,,,,189.4642725,9.014,True,B,70713,2010-02-12
2010-02-12,8,14011.287323943658,33.34,2.548,,,,,,214.6214189,6.299,True,A,155078,2010-02-12
2010-02-12,9,8772.658412698414,37.08,2.548,,,,,,214.8056534,6.415,True,B,125833,2010-02-12
2010-02-12,10,29405.79081081081,49.96,2.828,,,,,,126.4962581,9.765,True,B,126512,2010-02-12
2010-02-12,11,22495.48685714286,48.01,2.548,,,,,,214.5747916,7.368,True,A,207499,2010-02-12
2010-02-12,12,16439.16661764705,47.87,2.946,,,,,,126.4962581,13.975,True,B,112238,2010-02-12
2010-02-12,13,26722.80868421052,33.16,2.671,,,,,,126.4962581,8.316,True,A,219622,2010-02-12
2010-02-12,14,23669.70611111111,27.73,2.773,,,,,,181.982317,8.992,True,A,200898,2010-02-12
2010-02-12,15,9611.930985915495,22.0,2.94,,,,,,131.5866129,8.35,True,B,123737,2010-02-12
2010-02-12,16,7152.18606060606,20.87,2.572,,,,,,189.4642725,7.039,True,B,57197,2010-02-12
2010-02-12,17,12027.884428571428,18.36,2.671,,,,,,126.4962581,6.548,True,B,93188,2010-02-12
2010-02-12,18,17468.833823529414,26.41,2.771,,,,,,131.5866129,9.202,True,B,120653,2010-02-12
2010-02-12,19,21340.971527777776,23.22,2.94,,,,,,131.5866129,8.35,True,A,203819,2010-02-12
2010-02-12,20,29705.745070422534,22.12,2.773,,,,,,204.3857472,8.187,True,A,203742,2010-02-12
2010-02-12,21,12079.424477611941,37.77,2.548,,,,,,210.8979935,8.324,True,B,140167,2010-02-12
2010-02-12,22,14819.873188405798,28.14,2.771,,,,,,135.4113076,8.283,True,B,119557,2010-02-12
2010-02-12,23,19727.029714285716,18.75,2.771,,,,,,131.5866129,5.892,True,B,114533,2010-02-12
2010-02-12,24,19109.555405405405,25.94,2.94,,,,,,131.5866129,8.326,True,A,203819,2010-02-12
2010-02-12,25,8454.551014492756,19.64,2.773,,,,,,204.3857472,8.187,True,B,128107,2010-02-12
2010-02-12,26,14936.530735294116,18.14,2.771,,,,,,131.5866129,8.488,True,A,152513,2010-02-12
2010-02-12,27,24241.148888888896,29.81,2.94,,,,,,135.4113076,8.237,True,A,204184,2010-02-12
2010-02-12,28,21652.34013888889,47.87,2.946,,,,,,126.4962581,13.975,True,A,206302,2010-02-12
2010-02-12,29,7905.566417910447,28.14,2.771,,,,,,131.5866129,10.064,True,B,93638,2010-02-12
2010-02-12,30,10150.501428571428,37.77,2.548,,,,,,210.8979935,8.324,True,C,42988,2010-02-12
2010-02-12,31,21745.735633802815,37.77,2.548,,,,,,210.8979935,8.324,True,A,203750,2010-02-12
2010-02-12,32,15824.874929577467,28.09,2.572,,,,,,189.4642725,9.014,True,A,203007,2010-02-12
2010-02-12,33,7372.070750000001,55.47,2.828,,,,,,126.4962581,10.115,True,A,39690,2010-02-12
2010-02-12,34,14008.605492957744,36.13,2.573,,,,,,126.4962581,9.521,True,A,158114,2010-02-12
2010-02-12,35,17445.004626865677,29.81,2.773,,,,,,135.4113076,9.262,True,B,103681,2010-02-12
2010-02-12,36,12690.91081081081,46.11,2.539,,,,,,209.9970208,8.554,True,A,39910,2010-02-12
2010-02-12,37,11038.597916666666,46.11,2.548,,,,,,209.9970208,8.554,True,C,39910,2010-02-12
2010-02-12,38,6844.298000000001,47.87,2.946,,,,,,126.4962581,13.975,True,C,39690,2010-02-12
2010-02-12,39,17834.21225352113,44.58,2.548,,,,,,209.9970208,8.554,True,A,184109,2010-02-12
2010-02-12,40,13647.689857142856,20.84,2.771,,,,,,131.5866129,5.892,True,A,155083,2010-02-12
2010-02-12,41,15150.089295774646,23.04,2.572,,,,,,189.4642725,7.541,True,A,196321,2010-02-12
2010-02-12,42,12249.148085106384,49.96,2.828,,,,,,126.4962581,9.765,True,C,39690,2010-02-12
2010-02-12,43,14846.065000000002,47.99,2.548,,,,,,203.2010968,9.521,True,C,41062,2010-02-12
2010-02-12,44,5976.190208333334,33.16,2.671,,,,,,126.4962581,8.119,True,C,39910,2010-02-12
2010-02-12,45,9661.597647058825,27.73,2.773,,,,,,181.982317,8.992,True,B,118221,2010-02-12
2010-02-19,1,22081.755753424655,39.93,2.514,,,,,,211.2891429,8.106,False,A,151315,2010-02-19
2010-02-19,2,29102.075890410964,39.69,2.514,,,,,,210.9451605,8.324,False,A,202307,2010-02-19
2010-02-19,3,6486.802923076922,47.07,2.514,,,,,,214.6198868,7.368,False,B,37392,2010-02-19
2010-02-19,4,28080.27753424656,36.45,2.54,,,,,,126.5262857,8.623,False,A,205863,2010-02-19
2010-02-19,5,4668.424153846156,41.14,2.514,,,,,,211.8471283,6.566,False,B,34875,2010-02-19
2010-02-19,6,21765.80652777778,43.58,2.514,,,,,,212.8161546,7.259,False,A,202505,2010-02-19
2010-02-19,7,7137.472394366196,27.28,2.55,,,,,,189.5340998,9.014,False,B,70713,2010-02-19
2010-02-19,8,13770.862428571432,39.1,2.514,,,,,,214.6664878,6.299,False,A,155078,2010-02-19
2010-02-19,9,7866.583076923077,43.06,2.514,,,,,,214.8506185,6.415,False,B,125833,2010-02-19
2010-02-19,10,28179.101066666655,58.22,2.915,,,,,,126.5262857,9.765,False,B,126512,2010-02-19
2010-02-19,11,21173.22112676056,48.3,2.514,,,,,,214.6198868,7.368,False,A,207499,2010-02-19
2010-02-19,12,15428.473943661971,54.83,2.915,,,,,,126.5262857,13.975,False,B,112238,2010-02-19
2010-02-19,13,26270.328533333333,35.7,2.654,,,,,,126.5262857,8.316,False,A,219622,2010-02-19
2010-02-19,14,30618.843055555557,31.27,2.745,,,,,,182.0347816,8.992,False,A,200898,2010-02-19
2010-02-19,15,9577.373188405798,27.54,2.909,,,,,,131.637,8.35,False,B,123737,2010-02-19
2010-02-19,16,7341.6984375,21.13,2.55,,,,,,189.5340998,7.039,False,B,57197,2010-02-19
2010-02-19,17,11277.661971830983,25.06,2.654,,,,,,126.5262857,6.548,False,B,93188,2010-02-19
2010-02-19,18,16438.048857142854,30.91,2.747,,,,,,131.637,9.202,False,B,120653,2010-02-19
2010-02-19,19,20213.0148,28.57,2.909,,,,,,131.637,8.35,False,A,203819,2010-02-19
2010-02-19,20,29610.27068493151,25.43,2.745,,,,,,204.4321004,8.187,False,A,203742,2010-02-19
2010-02-19,21,12944.52611940298,39.75,2.514,,,,,,210.9451605,8.324,False,B,140167,2010-02-19
2010-02-19,22,14120.965857142848,31.96,2.747,,,,,,135.4657781,8.283,False,B,119557,2010-02-19
2010-02-19,23,18585.747042253515,26.7,2.747,,,,,,131.637,5.892,False,B,114533,2010-02-19
2010-02-19,24,19241.145694444444,31.05,2.909,,,,,,131.637,8.326,False,A,203819,2010-02-19
2010-02-19,25,9800.879275362318,24.16,2.745,,,,,,204.4321004,8.187,False,B,128107,2010-02-19
2010-02-19,26,14276.407857142858,22.62,2.747,,,,,,131.637,8.488,False,A,152513,2010-02-19
2010-02-19,27,27395.356760563383,32.44,2.909,,,,,,135.4657781,8.237,False,A,204184,2010-02-19
2010-02-19,28,20712.505833333336,54.83,2.915,,,,,,126.5262857,13.975,False,A,206302,2010-02-19
2010-02-19,29,8095.508507462686,31.96,2.747,,,,,,131.637,10.064,False,B,93638,2010-02-19
2010-02-19,30,9459.454285714288,39.75,2.514,,,,,,210.9451605,8.324,False,C,42988,2010-02-19
2010-02-19,31,20751.926056338027,39.75,2.514,,,,,,210.9451605,8.324,False,A,203750,2010-02-19
2010-02-19,32,15035.542499999994,29.16,2.55,,,,,,189.5340998,9.014,False,A,203007,2010-02-19
2010-02-19,33,6903.507674418605,62.16,2.915,,,,,,126.5262857,10.115,False,A,39690,2010-02-19
2010-02-19,34,13296.798243243242,38.36,2.54,,,,,,126.5262857,9.521,False,A,158114,2010-02-19
2010-02-19,35,18965.05432835821,32.44,2.745,,,,,,135.4657781,9.262,False,B,103681,2010-02-19
2010-02-19,36,12375.81657894737,45.66,2.472,,,,,,210.0451024,8.554,False,A,39910,2010-02-19
2010-02-19,37,10632.968749999998,45.66,2.514,,,,,,210.0451024,8.554,False,C,39910,2010-02-19
2010-02-19,38,6544.7584,54.83,2.915,,,,,,126.5262857,13.975,False,C,39690,2010-02-19
2010-02-19,39,17834.666231884064,43.96,2.514,,,,,,210.0451024,8.554,False,A,184109,2010-02-19
2010-02-19,40,13089.845714285713,27.84,2.747,,,,,,131.637,5.892,False,A,155083,2010-02-19
2010-02-19,41,15029.067714285711,24.13,2.55,,,,,,189.5340998,7.541,False,A,196321,2010-02-19
2010-02-19,42,10383.568775510204,58.22,2.915,,,,,,126.5262857,9.765,False,C,39690,2010-02-19
2010-02-19,43,13729.115624999999,48.77,2.514,,,,,,203.2479796,9.521,False,C,41062,2010-02-19
2010-02-19,44,5582.422916666666,35.7,2.654,,,,,,126.5262857,8.119,False,C,39910,2010-02-19
2010-02-19,45,12192.232463768116,31.27,2.745,,,,,,182.0347816,8.992,False,B,118221,2010-02-19
2010-02-26,1,19579.549861111114,46.63,2.561,,,,,,211.3196429,8.106,False,A,151315,2010-02-26
2010-02-26,2,25549.277671232878,46.1,2.561,,,,,,210.9759573,8.324,False,A,202307,2010-02-26
2010-02-26,3,6463.569206349206,52.05,2.561,,,,,,214.6475127,7.368,False,B,37392,2010-02-26
2010-02-26,4,26023.362702702703,41.36,2.59,,,,,,126.5522857,8.623,False,A,205863,2010-02-26
2010-02-26,5,4158.178923076923,46.7,2.561,,,,,,211.8771468,6.566,False,B,34875,2010-02-26
2010-02-26,6,19629.496027397265,47.1,2.561,,,,,,212.845337,7.259,False,A,202505,2010-02-26
2010-02-26,7,6987.087887323945,24.91,2.586,,,,,,189.6018023,9.014,False,B,70713,2010-02-26
2010-02-26,8,12283.943623188405,37.91,2.561,,,,,,214.6940735,6.299,False,A,155078,2010-02-26
2010-02-26,9,7402.70734375,43.83,2.561,,,,,,214.8780453,6.415,False,B,125833,2010-02-26
2010-02-26,10,26404.93368421053,52.77,2.825,,,,,,126.5522857,9.765,False,B,126512,2010-02-26
2010-02-26,11,18822.600704225355,52.79,2.561,,,,,,214.6475127,7.368,False,A,207499,2010-02-26
2010-02-26,12,15420.840735294114,50.23,2.825,,,,,,126.5522857,13.975,False,B,112238,2010-02-26
2010-02-26,13,24565.544864864867,29.98,2.667,,,,,,126.5522857,8.316,False,A,219622,2010-02-26
2010-02-26,14,29105.439305555552,34.89,2.754,,,,,,182.0774691,8.992,False,A,200898,2010-02-26
2010-02-26,15,7956.101408450703,29.87,2.91,,,,,,131.686,8.35,False,B,123737,2010-02-26
2010-02-26,16,6925.65890625,18.12,2.586,,,,,,189.6018023,7.039,False,B,57197,2010-02-26
2010-02-26,17,10863.03695652174,15.64,2.667,,,,,,126.5522857,6.548,False,B,93188,2010-02-26
2010-02-26,18,15480.542753623195,35.42,2.753,,,,,,131.686,9.202,False,B,120653,2010-02-26
2010-02-26,19,19618.14371428571,30.33,2.91,,,,,,131.686,8.35,False,A,203819,2010-02-26
2010-02-26,20,26363.804861111104,32.32,2.754,,,,,,204.4630869,8.187,False,A,203742,2010-02-26
2010-02-26,21,11532.26523076923,45.31,2.561,,,,,,210.9759573,8.324,False,B,140167,2010-02-26
2010-02-26,22,13231.786470588233,35.98,2.753,,,,,,135.5195191,8.283,False,B,119557,2010-02-26
2010-02-26,23,16883.23450704225,32.68,2.753,,,,,,131.686,5.892,False,B,114533,2010-02-26
2010-02-26,24,16553.182,33.98,2.91,,,,,,131.686,8.326,False,A,203819,2010-02-26
2010-02-26,25,8978.808142857144,29.16,2.754,,,,,,204.4630869,8.187,False,B,128107,2010-02-26
2010-02-26,26,12396.884202898551,27.32,2.753,,,,,,131.686,8.488,False,A,152513,2010-02-26
2010-02-26,27,19053.894109589037,36.0,2.91,,,,,,135.5195191,8.237,False,A,204184,2010-02-26
2010-02-26,28,22031.04757142857,50.23,2.825,,,,,,126.5522857,13.975,False,A,206302,2010-02-26
2010-02-26,29,7514.117076923079,35.98,2.753,,,,,,131.686,10.064,False,B,93638,2010-02-26
2010-02-26,30,9083.282884615384,45.31,2.561,,,,,,210.9759573,8.324,False,C,42988,2010-02-26
2010-02-26,31,19205.063000000002,45.31,2.561,,,,,,210.9759573,8.324,False,A,203750,2010-02-26
2010-02-26,32,14834.466197183097,26.64,2.586,,,,,,189.6018023,9.014,False,A,203007,2010-02-26
2010-02-26,33,6928.116341463415,56.5,2.825,,,,,,126.5522857,10.115,False,A,39690,2010-02-26
2010-02-26,34,12757.128591549297,37.28,2.59,,,,,,126.5522857,9.521,False,A,158114,2010-02-26
2010-02-26,35,15464.420303030305,36.0,2.754,,,,,,135.5195191,9.262,False,B,103681,2010-02-26
2010-02-26,36,11474.857435897437,50.87,2.52,,,,,,210.0771885,8.554,False,A,39910,2010-02-26
2010-02-26,37,10481.955510204083,50.87,2.561,,,,,,210.0771885,8.554,False,C,39910,2010-02-26
2010-02-26,38,6962.973541666665,50.23,2.825,,,,,,126.5522857,13.975,False,C,39690,2010-02-26
2010-02-26,39,17185.02970588235,49.79,2.561,,,,,,210.0771885,8.554,False,A,184109,2010-02-26
2010-02-26,40,12167.850845070421,33.32,2.753,,,,,,131.686,5.892,False,A,155083,2010-02-26
2010-02-26,41,13588.242876712327,21.84,2.586,,,,,,189.6018023,7.541,False,A,196321,2010-02-26
2010-02-26,42,10685.012608695653,52.77,2.825,,,,,,126.5522857,9.765,False,C,39690,2010-02-26
2010-02-26,43,12889.641458333332,48.77,2.561,,,,,,203.2798724,9.521,False,C,41062,2010-02-26
2010-02-26,44,5810.192978723405,29.98,2.667,,,,,,126.5522857,8.119,False,C,39910,2010-02-26
2010-02-26,45,10598.452142857144,34.89,2.754,,,,,,182.0774691,8.992,False,B,118221,2010-02-26
2010-03-05,1,21298.721643835615,46.5,2.625,,,,,,211.3501429,8.106,False,A,151315,2010-03-05
2010-03-05,2,27274.152465753425,47.17,2.625,,,,,,211.0067542,8.324,False,A,202307,2010-03-05
2010-03-05,3,6590.5085714285715,53.04,2.625,,,,,,214.6751386,7.368,False,B,37392,2010-03-05
2010-03-05,4,27375.797777777785,43.49,2.654,,,,,,126.5782857,8.623,False,A,205863,2010-03-05
2010-03-05,5,4513.370468750002,48.89,2.625,,,,,,211.9071653,6.566,False,B,34875,2010-03-05
2010-03-05,6,21936.285205479457,49.63,2.625,,,,,,212.8745193,7.259,False,A,202505,2010-03-05
2010-03-05,7,6921.4021126760545,35.86,2.62,,,,,,189.6695049,9.014,False,B,70713,2010-03-05
2010-03-05,8,12415.548591549292,45.64,2.625,,,,,,214.7216592,6.299,False,A,155078,2010-03-05
2010-03-05,9,8052.347301587303,48.43,2.625,,,,,,214.9054721,6.415,False,B,125833,2010-03-05
2010-03-05,10,26494.534533333335,55.92,2.877,,,,,,126.5782857,9.765,False,B,126512,2010-03-05
2010-03-05,11,20380.323571428566,53.96,2.625,,,,,,214.6751386,7.368,False,A,207499,2010-03-05
2010-03-05,12,15385.975285714287,53.77,2.987,,,,,,126.5782857,13.975,False,B,112238,2010-03-05
2010-03-05,13,26215.951756756764,40.65,2.681,,,,,,126.5782857,8.316,False,A,219622,2010-03-05
2010-03-05,14,31077.010416666668,37.13,2.777,,,,,,182.1201566,8.992,False,A,200898,2010-03-05
2010-03-05,15,8772.832318840577,31.79,2.919,,,,,,131.735,8.35,False,B,123737,2010-03-05
2010-03-05,16,7050.5055555555555,27.92,2.62,,,,,,189.6695049,7.039,False,B,57197,2010-03-05
2010-03-05,17,11691.045522388062,31.58,2.681,,,,,,126.5782857,6.548,False,B,93188,2010-03-05
2010-03-05,18,17349.095588235297,37.17,2.766,,,,,,131.735,9.202,False,B,120653,2010-03-05
2010-03-05,19,21068.233380281687,32.92,2.919,,,,,,131.735,8.35,False,A,203819,2010-03-05
2010-03-05,20,29030.324931506846,31.75,2.777,,,,,,204.4940734,8.187,False,A,203742,2010-03-05
2010-03-05,21,10991.828235294117,48.61,2.625,,,,,,211.0067542,8.324,False,B,140167,2010-03-05
2010-03-05,22,14841.194705882357,36.82,2.766,,,,,,135.5732602,8.283,False,B,119557,2010-03-05
2010-03-05,23,19002.549710144925,33.15,2.766,,,,,,131.735,5.892,False,B,114533,2010-03-05
2010-03-05,24,19616.491250000003,36.73,2.919,,,,,,131.735,8.326,False,A,203819,2010-03-05
2010-03-05,25,9790.44205882353,29.45,2.777,,,,,,204.4940734,8.187,False,B,128107,2010-03-05
2010-03-05,26,14574.921449275364,28.6,2.766,,,,,,131.735,8.488,False,A,152513,2010-03-05
2010-03-05,27,18767.567428571423,38.07,2.919,,,,,,135.5732602,8.237,False,A,204184,2010-03-05
2010-03-05,28,22339.381250000002,53.77,2.987,,,,,,126.5782857,13.975,False,A,206302,2010-03-05
2010-03-05,29,8360.74859375,36.82,2.766,,,,,,131.735,10.064,False,B,93638,2010-03-05
2010-03-05,30,9451.821399999999,48.61,2.625,,,,,,211.0067542,8.324,False,C,42988,2010-03-05
2010-03-05,31,19505.218450704226,48.61,2.625,,,,,,211.0067542,8.324,False,A,203750,2010-03-05
2010-03-05,32,15022.06676056338,37.72,2.62,,,,,,189.6695049,9.014,False,A,203007,2010-03-05
2010-03-05,33,7287.1222499999985,59.17,2.877,,,,,,126.5782857,10.115,False,A,39690,2010-03-05
2010-03-05,34,12579.394383561643,42.65,2.654,,,,,,126.5782857,9.521,False,A,158114,2010-03-05
2010-03-05,35,17615.307121212118,38.07,2.777,,,,,,135.5732602,9.262,False,B,103681,2010-03-05
2010-03-05,36,12636.932368421054,51.33,2.574,,,,,,210.1092746,8.554,False,A,39910,2010-03-05
2010-03-05,37,10385.113599999997,51.33,2.625,,,,,,210.1092746,8.554,False,C,39910,2010-03-05
2010-03-05,38,7596.732448979591,53.77,2.987,,,,,,126.5782857,13.975,False,C,39690,2010-03-05
2010-03-05,39,18089.345857142853,50.93,2.625,,,,,,210.1092746,8.554,False,A,184109,2010-03-05
2010-03-05,40,13945.806760563375,34.78,2.766,,,,,,131.735,5.892,False,A,155083,2010-03-05
2010-03-05,41,14979.682957746481,32.49,2.62,,,,,,189.6695049,7.541,False,A,196321,2010-03-05
2010-03-05,42,12064.617826086955,55.92,2.877,,,,,,126.5782857,9.765,False,C,39690,2010-03-05
2010-03-05,43,14317.392391304349,52.89,2.625,,,,,,203.3117653,9.521,False,C,41062,2010-03-05
2010-03-05,44,5692.345399999999,40.65,2.681,,,,,,126.5782857,8.119,False,C,39910,2010-03-05
2010-03-05,45,11611.212238805974,37.13,2.777,,,,,,182.1201566,8.992,False,B,118221,2010-03-05
2010-03-12,1,19719.747808219185,57.79,2.667,,,,,,211.3806429,8.106,False,A,151315,2010-03-12
2010-03-12,2,27645.608055555553,57.56,2.667,,,,,,211.037551,8.324,False,A,202307,2010-03-12
2010-03-12,3,6003.135781250001,63.08,2.667,,,,,,214.7027646,7.368,False,B,37392,2010-03-12
2010-03-12,4,25949.64506849315,49.63,2.704,,,,,,126.6042857,8.623,False,A,205863,2010-03-12
2010-03-12,5,4795.057903225807,58.5,2.667,,,,,,211.9371839,6.566,False,B,34875,2010-03-12
2010-03-12,6,21350.977534246576,58.82,2.667,,,,,,212.9037017,7.259,False,A,202505,2010-03-12
2010-03-12,7,6863.601428571428,27.25,2.684,,,,,,189.7372075,9.014,False,B,70713,2010-03-12
2010-03-12,8,12290.516571428572,49.76,2.667,,,,,,214.7492449,6.299,False,A,155078,2010-03-12
2010-03-12,9,7970.093548387094,55.76,2.667,,,,,,214.932899,6.415,False,B,125833,2010-03-12
2010-03-12,10,25884.61506666667,52.33,3.034,,,,,,126.6042857,9.765,False,B,126512,2010-03-12
2010-03-12,11,18758.91774647887,64.1,2.667,,,,,,214.7027646,7.368,False,A,207499,2010-03-12
2010-03-12,12,14079.917571428572,50.11,2.925,,,,,,126.6042857,13.975,False,B,112238,2010-03-12
2010-03-12,13,24542.492533333334,37.62,2.733,,,,,,126.6042857,8.316,False,A,219622,2010-03-12
2010-03-12,14,29944.93138888889,45.8,2.818,,,,,,182.1628441,8.992,False,A,200898,2010-03-12
2010-03-12,15,8509.487183098592,41.39,2.938,,,,,,131.784,8.35,False,B,123737,2010-03-12
2010-03-12,16,6959.2771875,28.64,2.684,,,,,,189.7372075,7.039,False,B,57197,2010-03-12
2010-03-12,17,10913.740285714284,29.71,2.733,,,,,,126.6042857,6.548,False,B,93188,2010-03-12
2010-03-12,18,16268.576000000001,42.39,2.805,,,,,,131.784,9.202,False,B,120653,2010-03-12
2010-03-12,19,20387.35,39.06,2.938,,,,,,131.784,8.35,False,A,203819,2010-03-12
2010-03-12,20,27930.20611111111,43.82,2.818,,,,,,204.5250598,8.187,False,A,203742,2010-03-12
2010-03-12,21,10631.535671641792,57.1,2.667,,,,,,211.037551,8.324,False,B,140167,2010-03-12
2010-03-12,22,14017.208260869567,43.43,2.805,,,,,,135.6270013,8.283,False,B,119557,2010-03-12
2010-03-12,23,19832.154366197177,36.07,2.805,,,,,,131.784,5.892,False,B,114533,2010-03-12
2010-03-12,24,18441.410704225353,42.31,2.938,,,,,,131.784,8.326,False,A,203819,2010-03-12
2010-03-12,25,9714.999852941179,40.05,2.818,,,,,,204.5250598,8.187,False,B,128107,2010-03-12
2010-03-12,26,14167.383676470585,31.1,2.805,,,,,,131.784,8.488,False,A,152513,2010-03-12
2010-03-12,27,27501.616,45.98,2.938,,,,,,135.6270013,8.237,False,A,204184,2010-03-12
2010-03-12,28,18955.387285714285,50.11,2.925,,,,,,126.6042857,13.975,False,A,206302,2010-03-12
2010-03-12,29,7864.280151515151,43.43,2.805,,,,,,131.784,10.064,False,B,93638,2010-03-12
2010-03-12,30,9180.194705882353,57.1,2.667,,,,,,211.037551,8.324,False,C,42988,2010-03-12
2010-03-12,31,19517.047857142854,57.1,2.667,,,,,,211.037551,8.324,False,A,203750,2010-03-12
2010-03-12,32,15184.991250000005,39.88,2.684,,,,,,189.7372075,9.014,False,A,203007,2010-03-12
