ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,is_holiday,is_holiday_lower,is_holiday_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2010-02-05,15592.750043098864,2382.1768008828653,28845.784866927257,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1329.7357414658181,31306.280532542805,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,2685.688218565168,29240.392249765573,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1702.9807607800801,29763.69986171228,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1614.5580894445911,30640.33781697741,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1485.0912632834613,29476.331164486095,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1293.8456804824025,29827.831580380724,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1390.4153110536238,29746.201945040135,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1698.580810658707,28931.163976772972,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,-54.108055431005646,29455.95640023361,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1860.3415675937963,30052.39710871347,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1632.8852603146117,30154.73680163706,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,2006.470931993911,29733.651941903972,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1705.0112649663806,29512.315643516744,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1737.2841894161138,29341.09016106616,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-12,15589.092655631439,3125.401429843394,29379.464728515122,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,1374.2963242280348,30198.228186105316,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,1336.2560994877952,30801.814605437805,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,2430.1070604291353,29489.80035361164,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,2173.0457767210405,30231.063734624553,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,2267.299294262789,29140.959379707543,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,3002.28472986023,28914.408765260283,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,1878.1394075763292,29623.958998604736,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,1038.9209695788984,30989.83040037452,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,2024.901791042559,30697.244025683507,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,2207.032048420957,29782.53263509858,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,2371.4965578002934,31965.3097011584,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,1436.971388792562,29567.01080866626,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,1667.8456387744397,30550.5066557582,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,2341.64062050053,29602.92607324928,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,1646.997728367619,30030.578715475865,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,1642.0145925947952,30391.982311937147,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,2618.996365538369,30780.973350260647,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,2840.802731061035,29787.797098701325,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,2541.9251015475065,28947.980846302104,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,2212.6800121383258,30133.81630228215,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,2478.4495838957855,30293.877821434286,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,2112.361706524064,29487.837262595018,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,1429.1088590676532,30764.386311311322,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,487.88815289754547,31407.719857977598,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,879.2878699900497,30411.226177598328,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,2259.3725702480833,29814.713334551958,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,1779.5607868260652,29705.758942121283,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,2454.1926229842047,30542.065069925622,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,2708.6794351343747,29931.17028323261,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,1914.4281332965224,29039.785954352556,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,2581.0277071604864,30618.138249251675,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,2522.608736483268,29165.722498377,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,2488.410063049965,30513.261280845094,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,2566.356046997295,29614.61226028881,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,2062.373838695946,29668.613876012394,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,1839.2209753821933,29536.779509719025,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,1993.5329441981075,30216.89547966885,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,2014.4061915616894,30303.71978306169,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,382.9614922158509,30173.398953857435,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,2302.0704092383176,28737.453050023007,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,3677.7479084899824,30053.382913170964,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,1676.689479433408,30086.481933162726,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,2262.5025875194,30132.96676235241,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
2010-02-12,15589.092655631439,2443.0454099694375,28749.699012444275,15589.092655631439,15589.092655631439,505.9425630489322,505.9425630489322,505.9425630489322,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,282.9672324794075,222.9753305695247,222.9753305695247,222.9753305695247,0.0,0.0,0.0,16095.03521868037
